,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,,Character,Origin,Residence,Age,Height,Blood Type,English Name,Meaning,Type,Age at Death,LiveAction Portrayal,Alias,First Appearance,Admiral,Main Ship,Total Bounty,Affiliation,Patriarch,Captain,Occupation,Leaders,Residency,12th Leader,13th Tobe Leader,Kingdom,Boss,Matriarch,GovernorGeneral, Number,Size,First appearance,Region,Netflix English VA,Birth Name,Japanese VA,Funi English VA,Features,Weight,Fruit Debut,Usage Debut,Previous User, key,Vessel,Homeland,Completion Date,Length,Affiliates
1181,シャーロット・ヌストルテ,Shārotto Nusutorute,Charlotte Nusstorte,Chapter 854; Episode 822,Charlotte Family;Big Mom Pirates,Pirate Officer;Minister of Transport,Alive,January 23rd,Brienne Olvera,Charlotte Nusstorte,,Package Island,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,シャーロット・ヌガー,Shārotto Nugā,Charlotte Nougat,Chapter 894; Episode 869,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,Andrew Love,Charlotte Nougat,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,シャーロット・パンナ,Shārotto Panna,Charlotte Panna,Chapter 897,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,,Charlotte Panna,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,シャーロット・ノルマンド,Shārotto Norumando,Charlotte Normande,Chapter 845; Episode 809,Charlotte Family,,Alive,,,Charlotte Normande,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,シャーロット・ノアゼット,Shārotto Noazetto,Charlotte Noisette,Chapter 862; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Finance,Alive,December 15th,Jeff Johnson,Charlotte Noisette,,Kinko Island,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,シャーロット・ミュークル,Shārotto Myūkuru,Charlotte Myukuru,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,November 17th,Hayden Daviau,Charlotte Myukuru,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,シャーロット・モスカート,Shārotto Mosukāto,Charlotte Moscato,Chapter 829; Episode 788,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Gelato,Alive,December 16th,Brad Kurtz,Charlotte Moscato,,Ice Island,40 (80 from spent lifespan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,シャーロット・モーツアルト,Shārotto Mōtsaruto,Charlotte Mozart,"Chapter 862; Episode 831 (fantasy), Episode 832",Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,December 20th,,Charlotte Mozart,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,シャーロット・モンブ,Shārotto Monbu,Charlotte Montb,"Chapter 897, Episode 873",Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,,Charlotte Montb,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Buku Buku no Mi,Shārotto Mondōru,Charlotte Montd'Or (Viz)Charlotte Mont-d'Or (WT100),Chapter 829; Episode 789,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Cheese,Alive,April 23rd (World Book Day),Cody Savoie,Charlotte Mont-d'Or,Grand Line (On a boat),Cheese Island,38,"260 cm (8'6"")",X,Book-Book Fruit,Book,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,シャーロット・モンデ,Shārotto Monde,Charlotte Monder;Charlotte Mondee (WT100),Chapter 854; Episode 822,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,December 10th,Natalie Van Sistine,Charlotte Mondée,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,シャーロット・モービル,Shārotto Mōbiru,Charlotte Mobile,Chapter 862; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Tasting,Alive,November 17th,Comona Lewin,Charlotte Mobile,,Futoru Island,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,シャーロット・メリゼ,Shārotto Merize,Charlotte Melise,Chapter 854,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,,Charlotte Melise,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,シャーロット・マッシュ,Shārotto Masshu,Charlotte Mash,"Chapter 865; Episode 831 (fantasy), Episode 834",Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,December 16th,Celeste Perez,Charlotte Mash,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,シャーロット・マスカルポーネ,Shārotto Masukarupōne,Charlotte Mascarpone,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Tableware,Alive,February 27th,Van Barr Jr.,Charlotte Mascarpone,,Cutlery Island,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,シャーロット・マーブル,Shārotto Māburu,Charlotte Marble,Chapter 894; Episode 869,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,November 17th,,Charlotte Marble,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,シャーロット・マルニエ,Shārotto Marunie,Charlotte Marnier,Chapter 861; Episode 834,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Yeast,Alive,December 20th,Heather Walker,Charlotte Marnier,,Kibo Island,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,シャーロット・メープル,Shārotto Mēpuru,Charlotte Maple,Chapter 897,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,November 17th,,Charlotte Maple,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,シャーロット・ローラ,Shārotto Rōra,Charlotte Lola,Chapter 476; Episode 370,Rolling Pirates; Charlotte Family; Thriller Bark Victim's Association (former),Pirate; Captain; Minister of Chocolate (former),Alive,January 27th (Proposal Day),Alex Moore,Charlotte Lola,Grand Line (Totto Land),Cacao Island (former),24 (debut)26 (after timeskip),"215 cm (7'0½"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Soru Soru no Mi,Shārotto Rinrin,Charlotte Linlin,Chapter 651; Episode 571,Big Mom Pirates; Rocks Pirates (former); Four Emperors (former); Charlotte Family,Pirate Captain; Emperor (former); Queen of Totto Land,Unknown,February 15th,Pam Dougherty;  Macy Anne Johnson (young),Charlotte Linlin,Grand Line,Whole Cake Island;Elbaf (former),68,"880 cm (28'10"")",X,Soul-Soul Fruit,Soul,Paramecia,,,"""O-Lin"" (おリン, Orin?, English versions: ""Olin"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,シャーロット・ラウリン,Shārotto Raurin,Charlotte Laurin,Chapter 864; Episode 834,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,Matthew David Rudd,Charlotte Laurin,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,シャーロット・カトウ,Shārotto Katō,Kato (Funimation subs);Fructose (VIZ);Charlotte Kato (WT100),Chapter 854; Episode 822,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Seeds,Alive,,Nicholas Corda,Charlotte Kato,,Tanega Island,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,シャーロット・カンテン,Shārotto Kanten,Charlotte Kanten,Chapter 862; Episode 839,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Agar,Alive,,,Charlotte Kanten,,Jelly Island,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Mochi Mochi no Mi,Shārotto Katakuri,Charlotte Katakuri,Chapter 860; Episode 825,Charlotte Family; Big Mom Pirates,Sweet Commander; Minister of Flour,Alive,November 25th,Jonah Scott,Charlotte Katakuri,Grand Line (On a boat),Komugi Island,48,"509 cm (16'8½"")",XF,Mochi-Mochi Fruit,Mochi; Springy,Special Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,シャーロット・ジョコンド,Shārotto Jokondo,Charlotte Joconde,Chapter 894; Episode 869,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,Lisette Monique Diaz,Charlotte Joconde,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,シャーロット・アッシュ,Shārotto Asshu,Charlotte Hachee,Chapter 871,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,December 10th,,Charlotte Hachée,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,シャーロット・ハイファット,Shārotto Haifatto,Charlotte High-Fat,Chapter 862; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,John Stimac,Charlotte High-Fat,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,シャーロット・ジョスカルポーネ,Shārotto Josukarupōne,Charlotte Joscarpone,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,February 27th,Madeleine Morris,Charlotte Joscarpone,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Bata Bata no Mi,Shārotto Garetto,Charlotte Galette,Chapter 829; Episode 789,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Butter,Alive,October 19th,Brianna Roberts,Charlotte Galette,,Margarine Island,31,,,Butter-Butter Fruit,Butter,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,シャーロット・フランペ,Shārotto Furanpe,Charlotte Flampe,Chapter 891; Episode 865,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Honey; Special Attack Unit Captain; Katakuri Fan Club President,Alive,February 11th,Marianne Bray,Charlotte Flampe,Grand Line (Totto Land),Rokumitsu Island,15,"170 cm (5'7"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,シャーロット・エフィレ,Shārotto Efire,Charlotte Effiler;Charlotte Effilee (WT100),"Chapter 864; Episode 831 (fantasy), Episode 834",Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,December 10th,Alex Moore,Charlotte Effilée,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,シャーロット・ドスマルシェ,Shārotto Dosumarushe,Charlotte Dosmarche,Chapter 861; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Tea,Alive,January 23rd,Jim Foronda,Charlotte Dosmarche,,Black Island,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,シャーロット・ガラ,Shārotto Gara,Charlotte Gala,SBS Volume 85 (Mentioned),Charlotte Family,,Alive,September 29th,,Charlotte Gala,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,シャーロット・ドシャ,Shārotto Dosha,Charlotte De-Chat,Chapter 845; Episode 809,Charlotte Family,,Alive,,,Charlotte De-Chat,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Hoya Hoya no Mi,Shārotto Daifuku,Charlotte Daifuku,Chapter 861; Episode 826,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Beans,Alive,November 25th,Frank Todaro,Charlotte Daifuku,Grand Line (On a boat),Poripori Island,48,"489 cm (16'0"")",X,Puff-Puff Fruit,Lamp Chimney,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,シャーロット・ダクワーズ,Shārotto Dakuwāzu,Charlotte Dacquoise,Chapter 854; Episode 822,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Jam,Alive,,Yoshihisa Kawahara,Charlotte Dacquoise,,Jam Island,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,シャーロット・カスタード,Shārotto Kasutādo,Charlotte Custard,"Chapter 862; Episode 831 (fantasy), Episode 832",Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,February 28th,Kimberly Grace,Charlotte Custard,Grand Line (On a boat),Totto Land,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,シャーロット・ドルチェシャーロット・ドラジェ,Shārotto DorucheShārotto Doraje,Charlotte Dolce and Dragée (Viz);Charlotte Dolce and Dragee (WT100),Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,,Alive,February 21st,Dallas Reid (both),Charlotte Dolce and Dragée,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,シャーロット・カウンター,Shārotto Kauntā,Charlotte Counter,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,September 29th,Nazeeh Tarsha,Charlotte Counter,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Bisu Bisu no Mi,Shārotto Kurakkā,Charlotte Cracker,Chapter 835; Episode 796,Charlotte Family; Big Mom Pirates,Sweet Commander; Minister of Biscuit,Alive,February 28th,David Matranga,Charlotte Cracker,Grand Line (On a boat),Biscuits Island,45,"307 cm (10'1"")",X,Bis-Bis Fruit,Biscuit,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,シャーロット・コンスターチ,Shārotto Konsutāchi,Charlotte Cornstarch,Chapter 865; Episode 841,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Love,Alive,December 16th,Cassie Ewulu,Charlotte Cornstarch,,Loving Island,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,シャーロット・コンポート,Shārotto Konpōto,Charlotte Compote,Chapter 860; Episode 830,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Fruits,Alive,October 15th,Monica Rial,Charlotte Compote,,Fruits Island,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,シャーロット・コンポ,Shārotto Konpo,Charlotte Compo,Chapter 864; Episode 834,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Pie,Alive,,Lee George,Charlotte Compo,,Piepie Island,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,シャーロット・シトロン,Shārotto Shitoron,Charlotte Citron,Chapter 861; Episode 833,Charlotte Family;  Big Mom Pirates,Pirate Officer; Minister of Eggs,Alive,October 12th,Heather Walker,Charlotte Citron,Grand Line (Totto Land),Kimi Island,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,シャーロット・シナモン,Shārotto Shinamon,Charlotte Cinnamon,Chapter 860; Episode 830,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,October 12th,Erica Muse,Charlotte Cinnamon,Grand Line (Totto Land),,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,シャーロット・シフォン,Shārotto Shifon,Charlotte Chiffon,Chapter 825; Episode 783,Fire Tank Pirates; Charlotte Family (defected),Cook; Minister of Puff (former),Alive,January 27th,Kate Bristol,Charlotte Chiffon,Grand Line (Totto Land),Funwari Island (former),26,"215 cm (7'0½"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,シャーロット・シブースト,Shārotto Shibūsuto,Charlotte Chiboust,Chapter 894; Episode 869,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Mix,Alive,,Josh Putnam,Charlotte Chiboust,,Sanshoku Island,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,シャーロット・カデンツァ,Shārotto Kadentsa,Charlotte Cadenza,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,September 29th,Taylor Harris,Charlotte Cadenza,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,シャーロット・カバレッタ,Shārotto Kabaretta,Charlotte Cabaletta,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,September 29th,Matt Thurston,Charlotte Cabaletta,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Mira Mira no Mi,Shārotto Buryure,Charlotte Brulee,Chapter 831; Episode 791,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,March 6th,Rachel Robinson,Charlotte Brûlée,Grand Line (At a random port),Whole Cake Island; Mirro-World,43,"350 cm (11'6"")",S,Mirror-Mirror Fruit,Mirror,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,シャーロット・ブロワイエ,Shārotto Burowaie,Charlotte Broye,Chapter 864; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Meringue,Alive,March 6thDecember 26th (SBS),,Charlotte Broyé,Grand Line (At a random port),Milenge Island,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,シャーロット・ブラウニー,Shārotto Buraunī,Charlotte Brownie,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Officer,Alive,,Tom Cullum,Charlotte Brownie,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,シャーロット・ババロア,Shārotto Babaroa,Charlotte Bavarois,Chapter 888; Episode 861,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,October 29th,Anthony DiMascio,Charlotte Bavarois,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,シャーロット・アングレ,Shārotto Angure,Charlotte Anglaise,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,,Alive,October 19th,Marti Ethridge,Charlotte Anglais,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,シャーロット・バスカルテ,Shārotto Basukarute,Charlotte Bassquarte (Viz);Charlotte Basskarte (WT100),Chapter 860; Episode 830,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,January 23rd,Michael Stimac,Charlotte Basskarte,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,シャーロット・アナナ,Shārotto Anana,Charlotte Anana,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,,Alive,April 17th,Madeleine Morris,Charlotte Anana,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,シャーロット・バサンズ,Shārotto Basanzu,Charlotte Basans,Chapter 862; Episode 832,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,,,Charlotte Basans,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,シャーロット・エンゼル,Shārotto Enzeru,Charlotte Angel,Chapter 860; Episode 830,Charlotte Family; Big Mom Pirates,Pirate Officer,Alive,February 28th,,Charlotte Angel,Grand Line (On a boat),Totto Land,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,10つ子達,Juttsugo-tachi,Decuplets,Chapter 845; Episode 809,Charlotte Family; Big Mom Pirates,Pirates; Officers,Alive,December 2nd,Cedric Williams (Newichi)Ben Balmaceda (Newji)Dylan Mobley (Newsan)Garrett Storms (Newshi)Ry McKeand (Newgo)Kristin Sutton (Nutmeg)Meg McClain (Akimeg)Jad Saxton (Allmeg)Jennifer Alyx (Harumeg)Veronica Laux (Fuyumeg),Charlotte Decuplets,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,チャルロス聖,Charurosu Sei,Saint Charlos (VIZ);Saint Charloss (Funimation),Chapter 499; Episode 393,World Government,World Noble,Alive,June 1st,Jason Kane,Charlos,Red Line (Mary Geoise),Mary Geoise,22 (debut)24 (after timeskip),"230 cm (7'6"")",XF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,シャーロット・アマンド,Shārotto Amando,Charlotte Amande,Chapter 827; Episode 786,Charlotte Family; Big Mom Pirates,Pirate Officer; Minister of Nuts,Alive,December 10th,Terri Doty,Charlotte Amande,,Nuts Island,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,チャップ,Chappu,N/A,Chapter 823; Episode 777,Levely,King,Alive,,Unknown,Chap,,Deul Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,チャオ,Chao,Chao,Chapter 738; Episode 671,Tontatta Kingdom; SMILE Factory (former)Straw Hat Grand Fleet,Factory worker (former); Pirate,Alive,,David Stewart,Chao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,"Inu Inu no Mi, Model: Jackal",Chaka,Chaka,Chapter 155; Episode 91,Arabasta Kingdom,Commander of Royal Guards,Alive,April 26th,Robert McCollum,Chaka,Grand Line (Arabasta Kingdom),,39 (debut)41 (after timeskip),213 cm (7'),S,"Dog-Dog Fruit, Model: Jackal (FUNimation); Mutt Mutt Fruit: Jackal Mode (Viz); Mutt-Mutt Fruit: Jackal Strike (4Kids)",Dog,Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,チャッペ,Chappe,Chappe,Chapter 668; Episode 593,Caesar Clown,,Alive,,Chris Thurman,Chappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,チャボ,Chabo,Chabo,Chapter 69; Episode 31,Nojiko's mikan farm,Laborer,Alive,June 14th,Alison Viktorin,Chabo,East Blue (Conomi Islands),Gosa Village (former);  Cocoyasi Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,チャドロス・ヒゲリゲス,Chadorosu Higerigesu,Browndros Beardriguez,Chapter 581; Episode 490,"Caesar Clown (defected), Centaur Patrol Unit (defected); Brownbeard Pirates (disbanded)",Leader of the Centaur Patrol Unit (former); Pirate; Captain  (former),Alive,February 3rd,Randy E. Aguebor,Chadros Higelyges,Grand Line,,43 (debut)45 (after timeskip),"691 cm (22'8½"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,CB（シービー）ギャラン,Shībī Gyaran,CB Gallant,Chapter 966; Episode 959,Roger Pirates,Pirate,Unknown,,,CB Gallant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,キャベンディッシュ,Kyabendisshu,Cavendish,Chapter 704; Episode 632,Beautiful Pirates; Straw Hat Grand Fleet; Bourgeois Kingdom,Captain of the First Ship of the Straw Hat Grand Fleet; Captain; Prince of the Bourgeois Kingdom (former),Alive,August 31st,Matt Shipman,Cavendish,Grand Line (Bourgeois Kingdom),Bourgeois Kingdom (former),26,"208 cm (6'10"")",XF,,,,,,"Hakuba (ハクバ, Hakuba?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,セーザ,Sēza,N/A,Chapter 823; Episode 777,Levely,King,Alive,,Unknown,Cezar,,Ilisia Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,ケルベロス,Keruberosu,Cerberus,Chapter 444; Episode 339,Thriller Bark Pirates,Wild Zombie,Deceased,November 29th,,Cerberus,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,
1252,"Inu Inu no Mi, Model: Kyubi no Kitsune",Katarīna Debon,Catarina Devon;Catalina Devon (Chapter 538)*,Chapter 575; Episode 484,Blackbeard Pirates; Impel Down (former),Pirate; Titanic Captain (Captain of the Sixth Ship); Prisoner of the Great Prison (former),Alive,March 29th,Natalie Hoover,Catarina Devon,South Blue,,34 (debut)36 (after timeskip),"361 cm (11'10"")",F,"Dog-Dog Fruit, Model: Nine Tailed Fox",Dog,Mythical Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,カタコンボ,Katakonbo,Catacombo,Chapter 602; Episode 522,Marines,Rear Admiral,Alive,,Koji Haramaki,Catacombo,,Sabaody Archipelago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,カルネ,Karune,Carne,Chapter 45; Episode 21,Baratie,Charcutier,Alive,February 9th,Charles C. Campbell,Carne,East Blue,,32 (debut)34 (after timeskip),"171 cm (5'7"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Soru Soru no Mi,Karumeru,Carmel,Chapter 861; Episode 831,Underworld; Sheep's House,Child Trafficker; Caretaker of Sheep's House,Deceased,December 21st,Jessica Calvello,Carmel,West Blue,Elbaf (former)Whole Cake Island,,185 cm (6'1),S,Soul-Soul Fruit,Soul,Paramecia,80,,"Mother Carmel (マザー・カルメル, Mazā Karumeru?);""Sister Carmel"" (シスター・カルメル, Shisutā Karumeru?);""Mountain Witch"" (山姥, Yamanba?, Viz: ""Mountain Hag"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,キャロット,Kyarotto,Carrot,Chapter 804; Episode 753,"Mokomo Dukedom, Inuarashi Musketeer Squad; Ninja-Pirate-Mink-Samurai Alliance (disbanded)",Musketeer; Kingsbird (former),Alive,May 24th,Tia Ballard,Carrot,Grand Line (Mokomo Dukedom),Zou,15,"161 cm (5'3"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Numa Numa no Mi,Karibū,Caribou,Chapter 600; Episode 519,"Caribou Pirates; Fake Straw Hat Crew (former, temporary)",Pirate Captain; Kidnapper,Alive,July 4th,Andrew Kasten,Caribou,North Blue,,32,"228 cm (7'6"")",XF,Swamp-Swamp Fruit,Swamp,Logia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,カポネ・ペッツ,Kapone Pettsu,Capone Pez,Chapter 834; Episode 795,Fire Tank Pirates; Charlotte Family,,Alive,January 22nd,Kate Bristol,Capone Pez,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,カポーティ,Kapōti,Capote,Chapter 306; Episode 209,Foxy Pirates,Pirate; Combatant,Alive,May 1st,Phil Parsons,Capote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,キャンディー,Kyandī,N/A,Chapter 510 (cover),Candy Pirates,Pirate; Captain,Unknown,June 14th,,Candy,Grand Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,キャンズ,Kyanzu,Cans,Chapter 569,Ally of the Whitebeard Pirates,Pirate; Captain,Alive,,,Cands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
